ID,Country,Year,State/Region,City,Type of E-Waste,Brand Name,Model Name,Device Age (Years),Condition,Material Type,Weight (kg),Hazardous Components,Collection Method,Recycling Facility,Recycling Status,Recycling Method,Reused or Refurbished?,Environmental Impact Score,CO2 Emission (kg)
EW_00503,France,2023,ÃŽle-de-France,Toulouse,USB Drive,Fujitsu,Fujitsu 4401,7,Obsolete,Metal,0.07,Mercury,Drop-off center,Green Future Recycling,Recycled,Pyrometallurgical,Yes,Low,0.15
EW_00504,France,2021,ÃŽle-de-France,Marseille,Keyboard,HP,HP 7103,10,Non-working,Glass,0.53,Cadmium,Pick-up service,Sustainable Electronics,Pending,Thermal,Yes,Low,1.27
EW_00505,USA,2020,New York,Phoenix,Smart Sprinkler Controller,Asus,Asus 1182,4,Repairable,Ceramic,0.41,Mercury,Drop-off center,EcoTech Recycling,Pending,Mechanical,Yes,Low,0.82
EW_00506,China,2022,Guangdong,Shanghai,Laptop,OnePlus,OnePlus 9120,7,Damaged,Glass,1.73,Lead,Retail take-back,EcoRecyclers Inc.,Pending,Chemical,No,Medium,7.78
EW_00507,USA,2020,Texas,Los Angeles,Router,Huawei,Huawei 9434,5,Working,Glass,0.68,Mercury,Municipal collection,Sustainable Materials Recovery,Pending,Chemical,Yes,Low,1.36
EW_00508,India,2023,Tamil Nadu,Bangalore,Headphones,BlackBerry,BlackBerry 6441,4,Obsolete,Rubber,0.5,Cadmium,Municipal collection,Sustainable Waste Management,In Progress,Mechanical,Yes,Low,1.1
EW_00509,China,2020,Sichuan,Shanghai,Laptop,Toshiba,Toshiba 7582,6,Damaged,Ceramic,1.61,Brominated Flame Retardants,Retail take-back,Sustainable Waste Management,In Progress,Mechanical,No,Medium,7.25
EW_00510,USA,2023,California,Phoenix,GPS Device,HTC,HTC 2224,2,Repairable,Plastic,0.28,Cadmium,Pick-up service,GreenTech Recycle,Recycled,Hydrometallurgical,Yes,Low,0.56
EW_00511,Australia,2020,Queensland,Perth,E-reader,Google,Google 4431,10,Obsolete,Metal,0.23,None,Drop-off center,EcoRecyclers Inc.,Disposed,Thermal,Yes,Low,0.51
EW_00512,Australia,2024,Queensland,Sydney,Security Camera,Nokia,Nokia 2029,4,Obsolete,Mixed,0.75,None,Pick-up service,Sustainable Waste Management,Disposed,Mechanical,Yes,Low,1.65
EW_00513,Japan,2022,Osaka,Sapporo,Smart Thermostat,Microsoft,Microsoft 3685,2,Damaged,Rubber,0.47,Brominated Flame Retardants,Pick-up service,Sustainable Electronics,In Progress,Hydrometallurgical,No,Medium,1.41
EW_00514,Canada,2024,Alberta,Toronto,Keyboard,Nokia,Nokia 8023,8,Non-working,Mixed,0.67,Cadmium,Drop-off center,EcoTech Recycling,Recycled,Chemical,Yes,Low,1.61
EW_00515,UK,2021,Birmingham,Glasgow,Power Bank,Motorola,Motorola 2149,7,Repairable,Ceramic,0.26,Brominated Flame Retardants,Pick-up service,EcoTech Recycling,Disposed,Hydrometallurgical,Yes,Low,0.52
EW_00516,India,2022,Gujarat,Chennai,Smart Home Device,Dell,Dell 7717,7,Obsolete,Glass,0.33,Brominated Flame Retardants,Drop-off center,EcoRecyclers Inc.,Recycled,Chemical,Yes,Low,0.73
EW_00517,Japan,2022,Aichi,Yokohama,Game Console,LG,LG 3977,5,Obsolete,Metal,1.36,Mercury,Pick-up service,EcoRecyclers Inc.,Pending,Mechanical,Yes,Low,2.99
EW_00518,Brazil,2023,Minas Gerais,Belo Horizonte,Tablet,Asus,Asus 3830,3,Working,Mixed,0.65,Mercury,Pick-up service,EcoRecyclers Inc.,Pending,Chemical,No,Low,1.95
EW_00519,UK,2021,Liverpool,London,Smart Thermostat,Microsoft,Microsoft 1881,1,Working,Glass,0.34,Lead,Retail take-back,EcoTech Recycling,In Progress,Mechanical,Yes,Low,0.68
EW_00520,China,2021,Guangdong,Beijing,Smart Window Blinds,Asus,Asus 7338,10,Repairable,Plastic,1.08,Lead,Drop-off center,EcoTech Recycling,Recycled,Thermal,No,Low,2.16
EW_00521,USA,2022,Illinois,Chicago,Calculator,Panasonic,Panasonic 7484,8,Repairable,Ceramic,0.11,Brominated Flame Retardants,Drop-off center,EcoRecyclers Inc.,In Progress,Chemical,Yes,Low,0.22
EW_00522,India,2021,Tamil Nadu,Chennai,MP3 Player,Sony,Sony 2604,1,Working,Metal,0.2,Cadmium,Municipal collection,Sustainable Waste Management,Pending,Thermal,No,Low,0.4
EW_00523,Canada,2021,Ontario,Vancouver,Security Camera,Asus,Asus 8416,5,Damaged,Mixed,0.63,Brominated Flame Retardants,Retail take-back,Global Recycling Solutions,Recycled,Thermal,Yes,Medium,1.89
EW_00524,UK,2020,Liverpool,Manchester,Smart Home Device,HTC,HTC 4247,1,Working,Metal,0.42,Mercury,Drop-off center,Global Recycling Solutions,Pending,Thermal,Yes,Low,0.84
EW_00525,Brazil,2022,Rio de Janeiro,Salvador,Camera,Gateway,Gateway 9776,7,Working,Metal,1.14,Cadmium,Pick-up service,EcoRecyclers Inc.,Recycled,Hydrometallurgical,No,Low,2.28
EW_00526,Japan,2024,Fukuoka,Tokyo,Smart Water Leak Detector,Nokia,Nokia 6931,3,Working,Ceramic,0.19,Lead,Pick-up service,Eco-Friendly Disposal,Pending,Mechanical,Yes,Low,0.38
EW_00527,China,2023,Shanghai,Chengdu,Mobile Phone,ZTE,ZTE 7566,9,Non-working,Glass,0.27,Lead,Retail take-back,EcoRecyclers Inc.,In Progress,Thermal,Yes,Medium,0.97
EW_00528,Canada,2023,Manitoba,Montreal,Power Bank,Xiaomi,Xiaomi 1875,10,Repairable,Mixed,0.36,Brominated Flame Retardants,Drop-off center,Sustainable Materials Recovery,In Progress,Chemical,Yes,Low,0.72
EW_00529,India,2020,Delhi,Kolkata,Smart Sprinkler Controller,Razer,Razer 4598,2,Working,Mixed,0.42,Cadmium,Drop-off center,Global Recycling Solutions,Disposed,Chemical,Yes,Low,0.84
EW_00530,UK,2022,London,Birmingham,Smart Thermostat,HTC,HTC 2244,6,Damaged,Glass,0.25,None,Drop-off center,Global Recycling Solutions,In Progress,Pyrometallurgical,Yes,Medium,0.75
EW_00531,China,2022,Sichuan,Chengdu,Smart Doorbell,Motorola,Motorola 5622,3,Damaged,Plastic,0.28,None,Pick-up service,EcoTech Recycling,Recycled,Thermal,Yes,Medium,0.84
EW_00532,Australia,2021,South Australia,Adelaide,Smart Coffee Maker,MSI,MSI 9625,4,Repairable,Plastic,1.66,Cadmium,Municipal collection,Green Earth Recycling,Disposed,Pyrometallurgical,Yes,Low,3.32
EW_00533,USA,2024,Florida,Chicago,External Hard Drive,LG,LG 6136,2,Working,Mixed,0.43,Lead,Drop-off center,GreenTech Recycle,Pending,Hydrometallurgical,Yes,Low,0.86
EW_00534,China,2024,Zhejiang,Shenzhen,Speakers,ZTE,ZTE 2869,8,Non-working,Ceramic,2.16,Cadmium,Municipal collection,Green Earth Recycling,In Progress,Mechanical,Yes,Medium,5.18
EW_00535,Germany,2023,Hesse,Hamburg,Mobile Phone,Fujitsu,Fujitsu 8642,7,Non-working,Plastic,0.2,Brominated Flame Retardants,Pick-up service,Green Future Recycling,In Progress,Pyrometallurgical,No,Medium,0.72
EW_00536,USA,2023,Illinois,Chicago,CD/DVD Player,Fujitsu,Fujitsu 7279,1,Working,Mixed,1.57,Mercury,Municipal collection,Global Recycling Solutions,Recycled,Hydrometallurgical,Yes,Low,3.14
EW_00537,UK,2021,Manchester,Glasgow,USB Drive,HTC,HTC 7292,3,Non-working,Rubber,0.06,None,Retail take-back,EcoTech Recycling,Disposed,Hydrometallurgical,Yes,Low,0.14
EW_00538,India,2022,Delhi,Bangalore,Tablet,Google,Google 6558,6,Working,Rubber,0.59,Brominated Flame Retardants,Retail take-back,Green Future Recycling,In Progress,Mechanical,Yes,Low,1.77
EW_00539,Australia,2024,South Australia,Perth,Smart Refrigerator,Razer,Razer 3917,7,Working,Rubber,79.93,Mercury,Pick-up service,Sustainable Materials Recovery,Pending,Mechanical,No,Medium,319.72
EW_00540,UK,2023,Glasgow,Birmingham,Charger,Gateway,Gateway 3699,9,Damaged,Plastic,0.14,Mercury,Pick-up service,EcoRecyclers Inc.,Recycled,Thermal,Yes,Medium,0.42
EW_00541,Australia,2021,Victoria,Melbourne,Smart Lock,HP,HP 5497,9,Working,Rubber,0.53,None,Municipal collection,Sustainable Waste Management,Pending,Thermal,Yes,Low,1.06
EW_00542,Japan,2023,Fukuoka,Tokyo,Smart Oven,Toshiba,Toshiba 7441,5,Damaged,Ceramic,32.83,None,Pick-up service,Green Future Recycling,Disposed,Mechanical,Yes,High,98.49
EW_00543,Brazil,2023,Rio de Janeiro,Belo Horizonte,Drone,Motorola,Motorola 9576,9,Non-working,Metal,1.55,Cadmium,Municipal collection,Sustainable Waste Management,In Progress,Mechanical,No,Low,3.72
EW_00544,Japan,2024,Fukuoka,Tokyo,Mobile Phone,BlackBerry,BlackBerry 5911,7,Repairable,Mixed,0.26,None,Drop-off center,GreenTech Recycle,Pending,Chemical,Yes,Low,0.78
EW_00545,France,2020,Provence-Alpes-CÃ´te d'Azur,Lyon,Smart Light Bulb,Google,Google 1997,8,Working,Metal,0.21,Mercury,Drop-off center,Global Recycling Solutions,Recycled,Mechanical,No,Low,0.42
EW_00546,France,2022,Nouvelle-Aquitaine,Paris,Power Bank,BlackBerry,BlackBerry 1442,6,Obsolete,Rubber,0.35,Mercury,Pick-up service,Sustainable Materials Recovery,In Progress,Chemical,No,Low,0.77
EW_00547,China,2024,Shanghai,Guangzhou,Smart Thermostat,Nokia,Nokia 1998,7,Working,Glass,0.2,Lead,Pick-up service,Sustainable Electronics,Pending,Mechanical,Yes,Low,0.4
EW_00548,France,2024,ÃŽle-de-France,Toulouse,Laptop,Xiaomi,Xiaomi 6051,1,Obsolete,Ceramic,2.06,Lead,Drop-off center,EcoTech Recycling,Disposed,Hydrometallurgical,No,Medium,6.8
EW_00549,France,2022,Occitanie,Lyon,VR Headset,Samsung,Samsung 9254,6,Damaged,Metal,0.94,Brominated Flame Retardants,Retail take-back,Sustainable Electronics,Pending,Thermal,Yes,Medium,2.82
EW_00550,Germany,2021,Hamburg,Hamburg,Smart Sprinkler Controller,Toshiba,Toshiba 8322,9,Obsolete,Metal,0.59,None,Retail take-back,Green Earth Recycling,Recycled,Hydrometallurgical,No,Low,1.3
EW_00551,Canada,2024,Quebec,Toronto,Television,Asus,Asus 7643,5,Non-working,Metal,15.25,Mercury,Municipal collection,EcoRecyclers Inc.,Recycled,Pyrometallurgical,Yes,High,73.2
EW_00552,Australia,2023,Victoria,Brisbane,Camera,Toshiba,Toshiba 7068,1,Repairable,Rubber,0.83,Brominated Flame Retardants,Municipal collection,Sustainable Materials Recovery,Pending,Hydrometallurgical,No,Low,1.66
EW_00553,Canada,2020,Manitoba,Calgary,Printer,Fujitsu,Fujitsu 1725,6,Repairable,Plastic,5.99,Mercury,Drop-off center,EcoRecyclers Inc.,Disposed,Hydrometallurgical,Yes,Low,11.98
EW_00554,France,2021,Nouvelle-Aquitaine,Toulouse,Television,Lenovo,Lenovo 2571,5,Obsolete,Glass,24.94,None,Drop-off center,EcoTech Recycling,Disposed,Hydrometallurgical,Yes,High,109.74
EW_00555,Australia,2023,South Australia,Adelaide,Desktop Computer,Sony,Sony 6314,4,Working,Glass,9.68,None,Municipal collection,Sustainable Waste Management,Pending,Chemical,Yes,Medium,38.72
EW_00556,Japan,2020,Fukuoka,Yokohama,Smart Door Sensor,HP,HP 8907,9,Obsolete,Glass,0.25,Brominated Flame Retardants,Pick-up service,Sustainable Waste Management,Pending,Thermal,No,Low,0.55
EW_00557,Germany,2022,North Rhine-Westphalia,Munich,Smart Scale,Oppo,Oppo 1645,9,Working,Plastic,0.31,Mercury,Drop-off center,GreenTech Recycle,Disposed,Chemical,Yes,Low,0.62
EW_00558,Canada,2020,Quebec,Montreal,Router,BlackBerry,BlackBerry 8604,10,Repairable,Mixed,0.48,Mercury,Retail take-back,EcoTech Recycling,Pending,Thermal,Yes,Low,0.96
EW_00559,Brazil,2024,ParanÃ¡,Curitiba,Smart Thermostat,Xiaomi,Xiaomi 7990,3,Damaged,Ceramic,0.23,Cadmium,Pick-up service,EcoTech Recycling,Pending,Pyrometallurgical,Yes,Medium,0.69
EW_00560,Germany,2023,Hesse,Hamburg,Charger,Amazon,Amazon 1796,1,Non-working,Rubber,0.26,Cadmium,Municipal collection,Sustainable Waste Management,Recycled,Chemical,No,Low,0.62
EW_00561,Germany,2024,Bavaria,Cologne,USB Drive,BlackBerry,BlackBerry 8820,9,Working,Glass,0.11,Brominated Flame Retardants,Drop-off center,Sustainable Materials Recovery,Disposed,Pyrometallurgical,No,Low,0.22
EW_00562,Japan,2021,Fukuoka,Sapporo,Tablet,HTC,HTC 4008,9,Non-working,Ceramic,0.74,Cadmium,Pick-up service,Sustainable Waste Management,Pending,Pyrometallurgical,No,Medium,2.66
EW_00563,China,2022,Sichuan,Chengdu,Smart Oven,OnePlus,OnePlus 6560,1,Repairable,Rubber,21.93,Mercury,Drop-off center,Sustainable Materials Recovery,Pending,Mechanical,Yes,Low,43.86
EW_00564,China,2023,Zhejiang,Guangzhou,Security Camera,Panasonic,Panasonic 1926,6,Non-working,Rubber,0.69,Mercury,Drop-off center,Green Future Recycling,In Progress,Chemical,Yes,Low,1.66
EW_00565,China,2023,Beijing,Beijing,Calculator,Huawei,Huawei 9261,1,Non-working,Glass,0.2,Brominated Flame Retardants,Drop-off center,Green Future Recycling,Pending,Hydrometallurgical,Yes,Low,0.48
EW_00566,Japan,2024,Hokkaido,Osaka,Game Console,Huawei,Huawei 6962,6,Non-working,Rubber,2.27,Brominated Flame Retardants,Pick-up service,Sustainable Waste Management,Disposed,Pyrometallurgical,Yes,Medium,5.45
EW_00567,India,2020,Delhi,Kolkata,Smart Garage Door Opener,MSI,MSI 4057,1,Obsolete,Plastic,1,Lead,Pick-up service,GreenTech Recycle,Disposed,Pyrometallurgical,Yes,Low,2.2
EW_00568,Brazil,2022,ParanÃ¡,Belo Horizonte,Game Console,Oppo,Oppo 9024,7,Damaged,Ceramic,1.96,Lead,Drop-off center,EcoRecyclers Inc.,Pending,Thermal,Yes,Medium,5.88
EW_00569,India,2022,Gujarat,Delhi,Charger,Panasonic,Panasonic 6751,1,Non-working,Ceramic,0.22,Mercury,Drop-off center,Sustainable Materials Recovery,Recycled,Thermal,Yes,Low,0.53
EW_00570,China,2022,Guangdong,Shenzhen,MP3 Player,MSI,MSI 4578,7,Damaged,Ceramic,0.24,Cadmium,Municipal collection,GreenTech Recycle,Disposed,Mechanical,Yes,Medium,0.72
EW_00571,Germany,2023,North Rhine-Westphalia,Berlin,CD/DVD Player,Oppo,Oppo 1660,9,Damaged,Plastic,1.32,Brominated Flame Retardants,Pick-up service,EcoTech Recycling,Pending,Mechanical,No,Medium,3.96
EW_00572,Germany,2024,Bavaria,Frankfurt,Mobile Phone,Sony,Sony 3396,4,Repairable,Rubber,0.28,Cadmium,Pick-up service,Green Future Recycling,Pending,Thermal,No,Low,0.84
EW_00573,Australia,2020,Queensland,Brisbane,Calculator,Amazon,Amazon 8864,8,Working,Mixed,0.14,Lead,Municipal collection,Green Earth Recycling,Disposed,Mechanical,Yes,Low,0.28
EW_00574,India,2024,Tamil Nadu,Chennai,Smart Garage Door Opener,Acer,Acer 1384,2,Working,Plastic,0.64,Brominated Flame Retardants,Retail take-back,Green Earth Recycling,Recycled,Chemical,No,Low,1.28
EW_00575,Australia,2023,Queensland,Perth,USB Drive,BlackBerry,BlackBerry 7573,9,Working,Mixed,0.14,None,Drop-off center,Green Earth Recycling,Pending,Thermal,Yes,Low,0.28
EW_00576,France,2020,ÃŽle-de-France,Marseille,Mobile Phone,Gateway,Gateway 5664,3,Working,Plastic,0.27,Lead,Municipal collection,Green Earth Recycling,Pending,Hydrometallurgical,No,Low,0.81
EW_00577,USA,2024,New York,Los Angeles,Smart Lock,Nokia,Nokia 5600,1,Damaged,Rubber,0.48,None,Drop-off center,Sustainable Waste Management,Recycled,Thermal,Yes,Medium,1.44
EW_00578,France,2024,Auvergne-RhÃ´ne-Alpes,Paris,Smart Mirror,Razer,Razer 9916,4,Working,Ceramic,2.09,Lead,Drop-off center,EcoRecyclers Inc.,Disposed,Pyrometallurgical,Yes,Low,4.18
EW_00579,France,2020,Provence-Alpes-CÃ´te d'Azur,Lyon,Headphones,Motorola,Motorola 7956,10,Repairable,Plastic,0.31,Cadmium,Retail take-back,Eco-Friendly Disposal,In Progress,Chemical,Yes,Low,0.62
EW_00580,Japan,2020,Hokkaido,Osaka,Smart Plug,Asus,Asus 5848,10,Damaged,Mixed,0.26,Cadmium,Retail take-back,Green Future Recycling,Recycled,Pyrometallurgical,No,Medium,0.78
EW_00581,Germany,2023,Hamburg,Cologne,Speakers,Dell,Dell 7633,10,Repairable,Glass,2.84,Lead,Pick-up service,Sustainable Waste Management,In Progress,Pyrometallurgical,Yes,Low,5.68
EW_00582,Japan,2024,Hokkaido,Tokyo,Desktop Computer,Samsung,Samsung 1543,2,Damaged,Plastic,7.09,Lead,Municipal collection,Green Future Recycling,Pending,Chemical,No,High,42.54
EW_00583,Canada,2021,Ontario,Toronto,Mobile Phone,Samsung,Samsung 5743,8,Obsolete,Ceramic,0.14,Brominated Flame Retardants,Drop-off center,Green Future Recycling,Pending,Thermal,Yes,Low,0.46
EW_00584,Brazil,2021,Minas Gerais,Curitiba,Security Camera,Lenovo,Lenovo 9099,7,Working,Ceramic,0.66,Cadmium,Municipal collection,GreenTech Recycle,Disposed,Thermal,Yes,Low,1.32
EW_00585,UK,2020,Manchester,Liverpool,Smart Oven,MSI,MSI 9572,6,Damaged,Plastic,22.08,Cadmium,Retail take-back,Sustainable Materials Recovery,Disposed,Mechanical,No,High,66.24
EW_00586,India,2021,Delhi,Mumbai,Monitor,Lenovo,Lenovo 7904,2,Working,Plastic,2.64,Mercury,Retail take-back,Eco-Friendly Disposal,Disposed,Thermal,No,Low,5.28
EW_00587,USA,2022,Florida,Los Angeles,Television,Lenovo,Lenovo 5150,1,Repairable,Rubber,16.77,Cadmium,Drop-off center,Eco-Friendly Disposal,In Progress,Mechanical,No,Medium,67.08
EW_00588,India,2022,Delhi,Kolkata,Smart Thermostat,Lenovo,Lenovo 5384,3,Obsolete,Plastic,0.32,Cadmium,Municipal collection,Sustainable Electronics,Recycled,Hydrometallurgical,No,Low,0.7
EW_00589,Australia,2021,New South Wales,Sydney,Television,HTC,HTC 7982,9,Non-working,Ceramic,16.06,Brominated Flame Retardants,Drop-off center,Sustainable Electronics,Recycled,Mechanical,Yes,High,77.09
EW_00590,India,2020,Delhi,Kolkata,Tablet,Microsoft,Microsoft 3551,9,Working,Plastic,0.55,None,Municipal collection,Sustainable Materials Recovery,Recycled,Chemical,Yes,Low,1.65
EW_00591,France,2021,Provence-Alpes-CÃ´te d'Azur,Lyon,Camera,Xiaomi,Xiaomi 3587,9,Obsolete,Metal,1.21,Brominated Flame Retardants,Drop-off center,EcoTech Recycling,Pending,Thermal,Yes,Low,2.66
EW_00592,China,2022,Guangdong,Shanghai,Radio,Nokia,Nokia 7978,3,Non-working,Metal,0.85,Lead,Pick-up service,Eco-Friendly Disposal,In Progress,Hydrometallurgical,Yes,Low,2.04
EW_00593,Germany,2021,North Rhine-Westphalia,Frankfurt,Calculator,BlackBerry,BlackBerry 6885,7,Damaged,Plastic,0.25,Lead,Pick-up service,Green Earth Recycling,In Progress,Thermal,Yes,Medium,0.75
EW_00594,India,2020,Karnataka,Mumbai,Smart Plug,Amazon,Amazon 6617,9,Working,Metal,0.2,Lead,Retail take-back,Global Recycling Solutions,Disposed,Pyrometallurgical,Yes,Low,0.4
EW_00595,China,2024,Guangdong,Guangzhou,Security Camera,OnePlus,OnePlus 5869,2,Working,Glass,0.62,Brominated Flame Retardants,Municipal collection,Green Earth Recycling,Disposed,Thermal,No,Low,1.24
EW_00596,India,2023,Maharashtra,Chennai,Tablet,ZTE,ZTE 2455,5,Working,Plastic,0.41,Brominated Flame Retardants,Municipal collection,EcoTech Recycling,Disposed,Hydrometallurgical,No,Low,1.23
EW_00597,India,2022,Delhi,Mumbai,Smart Coffee Maker,Amazon,Amazon 3528,6,Non-working,Rubber,1.5,Brominated Flame Retardants,Pick-up service,Green Earth Recycling,Disposed,Chemical,No,Low,3.6
EW_00598,India,2022,Karnataka,Mumbai,Smart Refrigerator,Nokia,Nokia 8226,3,Working,Mixed,56.79,Cadmium,Retail take-back,Sustainable Materials Recovery,Disposed,Chemical,No,Medium,227.16
EW_00599,Canada,2021,Ontario,Edmonton,Smart Sprinkler Controller,Sony,Sony 1288,8,Obsolete,Glass,0.32,Lead,Retail take-back,Sustainable Materials Recovery,Pending,Hydrometallurgical,No,Low,0.7
EW_00600,Germany,2020,Berlin,Berlin,Fax Machine,Xiaomi,Xiaomi 5748,3,Non-working,Metal,5.74,Brominated Flame Retardants,Municipal collection,EcoTech Recycling,Pending,Thermal,No,Medium,13.78
EW_00601,Canada,2021,British Columbia,Calgary,Smart Sprinkler Controller,ZTE,ZTE 5809,9,Damaged,Glass,0.4,Cadmium,Drop-off center,Eco-Friendly Disposal,Disposed,Thermal,No,Medium,1.2
EW_00602,France,2020,Provence-Alpes-CÃ´te d'Azur,Paris,Smart Garage Door Opener,Oppo,Oppo 3728,5,Repairable,Ceramic,0.75,None,Retail take-back,Sustainable Waste Management,In Progress,Mechanical,Yes,Low,1.5
EW_00603,Canada,2023,Ontario,Calgary,Smart Scale,Gateway,Gateway 8565,8,Working,Rubber,0.45,Lead,Municipal collection,Global Recycling Solutions,In Progress,Hydrometallurgical,Yes,Low,0.9
EW_00604,Japan,2023,Fukuoka,Osaka,Calculator,Acer,Acer 7178,5,Repairable,Glass,0.14,Cadmium,Retail take-back,EcoRecyclers Inc.,In Progress,Hydrometallurgical,Yes,Low,0.28
EW_00605,Japan,2020,Tokyo,Yokohama,Digital Clock,LG,LG 9171,1,Working,Ceramic,0.11,Brominated Flame Retardants,Drop-off center,Global Recycling Solutions,In Progress,Thermal,Yes,Low,0.22
EW_00606,UK,2020,Birmingham,Liverpool,Desktop Computer,Microsoft,Microsoft 6515,9,Damaged,Ceramic,5.95,Mercury,Pick-up service,Global Recycling Solutions,Disposed,Pyrometallurgical,No,High,35.7
EW_00607,Japan,2020,Osaka,Yokohama,Keyboard,MSI,MSI 6974,1,Working,Metal,0.56,Lead,Municipal collection,Sustainable Waste Management,Pending,Hydrometallurgical,No,Low,1.12
EW_00608,China,2022,Beijing,Shanghai,Security Camera,Google,Google 9444,1,Repairable,Rubber,0.65,Cadmium,Retail take-back,Eco-Friendly Disposal,Recycled,Thermal,No,Low,1.3
EW_00609,Australia,2024,New South Wales,Perth,Smart Doorbell,ZTE,ZTE 3018,6,Working,Mixed,0.35,None,Drop-off center,Global Recycling Solutions,Disposed,Chemical,No,Low,0.7
EW_00610,USA,2022,Texas,New York,USB Drive,Motorola,Motorola 5088,1,Repairable,Plastic,0.09,Lead,Retail take-back,Sustainable Materials Recovery,Disposed,Hydrometallurgical,No,Low,0.18
EW_00611,Canada,2022,Alberta,Vancouver,Smart Window Blinds,Oppo,Oppo 3411,8,Non-working,Mixed,0.68,Cadmium,Drop-off center,GreenTech Recycle,Recycled,Thermal,Yes,Low,1.63
EW_00612,Canada,2024,Quebec,Edmonton,MP3 Player,Amazon,Amazon 1477,9,Damaged,Metal,0.24,None,Drop-off center,GreenTech Recycle,Pending,Mechanical,Yes,Medium,0.72
EW_00613,India,2022,Gujarat,Delhi,Smart Garage Door Opener,Xiaomi,Xiaomi 2252,8,Repairable,Ceramic,0.74,Lead,Municipal collection,Green Earth Recycling,Disposed,Mechanical,Yes,Low,1.48
EW_00614,UK,2020,Birmingham,Birmingham,CD/DVD Player,Huawei,Huawei 6799,1,Repairable,Glass,1.19,Cadmium,Pick-up service,GreenTech Recycle,Pending,Mechanical,Yes,Low,2.38
EW_00615,Brazil,2024,Rio de Janeiro,Rio de Janeiro,Mobile Phone,Xiaomi,Xiaomi 6216,2,Non-working,Ceramic,0.22,Brominated Flame Retardants,Drop-off center,Sustainable Materials Recovery,In Progress,Hydrometallurgical,Yes,Medium,0.79
EW_00616,Canada,2020,Alberta,Edmonton,Digital Clock,Xiaomi,Xiaomi 2774,10,Obsolete,Metal,0.17,Brominated Flame Retardants,Retail take-back,GreenTech Recycle,Disposed,Thermal,Yes,Low,0.37
EW_00617,Germany,2023,Bavaria,Frankfurt,Fax Machine,LG,LG 1456,8,Repairable,Ceramic,4.72,None,Pick-up service,Sustainable Waste Management,Pending,Thermal,Yes,Low,9.44
EW_00618,Germany,2020,North Rhine-Westphalia,Hamburg,Smart Scale,LG,LG 7564,9,Working,Rubber,0.31,Cadmium,Pick-up service,Sustainable Waste Management,Recycled,Hydrometallurgical,Yes,Low,0.62
EW_00619,Japan,2024,Hokkaido,Sapporo,VR Headset,ZTE,ZTE 7885,4,Damaged,Ceramic,0.97,Brominated Flame Retardants,Retail take-back,EcoTech Recycling,In Progress,Thermal,Yes,Medium,2.91
EW_00620,Japan,2022,Fukuoka,Osaka,Television,Razer,Razer 7417,10,Repairable,Metal,18.23,Brominated Flame Retardants,Municipal collection,Sustainable Electronics,In Progress,Hydrometallurgical,No,Medium,72.92
EW_00621,USA,2022,Texas,Houston,Smart Window Blinds,Oppo,Oppo 9459,6,Working,Metal,0.86,Lead,Municipal collection,EcoRecyclers Inc.,In Progress,Chemical,No,Low,1.72
EW_00622,China,2021,Beijing,Shanghai,Keyboard,Amazon,Amazon 4321,2,Damaged,Glass,0.53,None,Retail take-back,Global Recycling Solutions,Pending,Pyrometallurgical,No,Medium,1.59
EW_00623,India,2022,Delhi,Bangalore,CD/DVD Player,Apple,Apple 6243,8,Non-working,Rubber,1.95,Cadmium,Drop-off center,Sustainable Materials Recovery,Disposed,Chemical,No,Low,4.68
EW_00624,UK,2022,Liverpool,London,Smart Smoke Detector,Apple,Apple 2643,6,Non-working,Metal,0.23,Mercury,Pick-up service,Sustainable Materials Recovery,In Progress,Hydrometallurgical,No,Low,0.55
EW_00625,China,2021,Beijing,Chengdu,Keyboard,ZTE,ZTE 8812,7,Repairable,Metal,0.9,Cadmium,Drop-off center,Green Earth Recycling,Disposed,Chemical,No,Low,1.8
EW_00626,Australia,2020,Queensland,Brisbane,Television,MSI,MSI 4508,2,Obsolete,Metal,23.24,Brominated Flame Retardants,Retail take-back,Green Earth Recycling,Recycled,Hydrometallurgical,Yes,High,102.26
EW_00627,UK,2020,Manchester,London,Radio,Apple,Apple 4093,7,Non-working,Rubber,0.5,Lead,Municipal collection,EcoRecyclers Inc.,In Progress,Chemical,No,Low,1.2
EW_00628,Brazil,2023,Rio de Janeiro,Rio de Janeiro,Digital Clock,Amazon,Amazon 2541,2,Non-working,Metal,0.12,None,Pick-up service,Sustainable Electronics,In Progress,Thermal,Yes,Low,0.29
EW_00629,UK,2023,London,Manchester,Smart Light Bulb,OnePlus,OnePlus 3439,1,Damaged,Rubber,0.22,None,Pick-up service,GreenTech Recycle,In Progress,Hydrometallurgical,No,Medium,0.66
EW_00630,Germany,2023,Hamburg,Cologne,Keyboard,Toshiba,Toshiba 1960,1,Obsolete,Plastic,0.85,Brominated Flame Retardants,Pick-up service,EcoRecyclers Inc.,Pending,Pyrometallurgical,Yes,Low,1.87
EW_00631,China,2024,Beijing,Chengdu,Smart Plug,Amazon,Amazon 8618,2,Damaged,Metal,0.23,None,Retail take-back,Sustainable Waste Management,In Progress,Mechanical,Yes,Medium,0.69
EW_00632,Germany,2023,Berlin,Cologne,Keyboard,Oppo,Oppo 5977,7,Non-working,Metal,0.67,Mercury,Drop-off center,Sustainable Materials Recovery,In Progress,Hydrometallurgical,Yes,Low,1.61
